"PROVINCE","FED_CODE","FED_NAME","VOTE_COUNT_Liberal","VOTE_COUNT_Conservative","VOTE_COUNT_Bloc","VOTE_COUNT_NDP","VOTE_COUNT_Green","VOTE_COUNT_Other","VOTE_PCT_Liberal","VOTE_PCT_Conservative","VOTE_PCT_Bloc","VOTE_PCT_NDP","VOTE_PCT_Green","VOTE_PCT_Other","WINNER"
"Ontario",35040,"Hastings—Lennox and Addington—Tyendinaga",26745,36005,0,2351,803,377,0.40350930130806717,0.5432175133145245,0,0.03547019507852929,0.012115085771186312,0.005687904527692703,"Conservative"
"Ontario",35041,"Humber River—Black Creek",21357,13745,0,2449,0,847,0.5562008437939476,0.357961352153758,0,0.06377936350851607,0,0.022058440543778323,"Liberal"
"Ontario",35042,"Huron—Bruce",28936,37027,0,2300,927,467,0.4154069224916376,0.5315617956558566,0,0.033018935641787615,0.013308066669537879,0.006704279541180355,"Conservative"
"Ontario",35043,"Kanata",45244,26557,0,1702,835,122,0.6076282567821649,0.35666129465484825,0,0.02285791028740263,0.011214074670964276,0.0016384636046199302,"Liberal"
"Ontario",35044,"Kapuskasing—Timmins—Mushkegowuk",18366,23062,0,4895,0,814,0.38963022678575215,0.4892547255871184,0,0.10384623544137302,0,0.01726881218575641,"Conservative"
"Ontario",35045,"Kenora—Kiiwetinoong",9454,13109,0,3698,286,345,0.3515543656105905,0.487468392086866,0,0.13751301502305519,0.010635133125092965,0.012829094154395359,"Conservative"
"Ontario",35046,"Kingston and the Islands",48682,23592,0,3648,1071,0,0.6322912472562441,0.30641746652293067,0,0.04738093073396283,0.013910355486862442,0,"Liberal"
"Ontario",35047,"King—Vaughan",24352,41682,0,769,576,368,0.35945503121909456,0.6152597162974006,0,0.011351056135327026,0.008502221500583051,0.005431974847594727,"Conservative"
"Ontario",35048,"Kitchener Centre",17292,20234,0,1157,19859,542,0.29266806580461713,0.3424615801232144,0,0.01958228962155575,0.3361146841784578,0.009173380272154898,"Conservative"
"Ontario",35049,"Kitchener—Conestoga",30001,29479,0,1821,0,786,0.48320904537181697,0.47480148823425194,0,0.029329811393689502,0,0.012659655000241597,"Liberal"
"Ontario",35050,"Kitchener South—Hespeler",27945,28973,0,1823,1208,482,0.4624282239248068,0.47943936059307307,0,0.030166636329036423,0.01998974036504443,0.007976038788039251,"Conservative"
"Ontario",35051,"Lanark—Frontenac",30900,34186,0,1986,741,0,0.4556648430241989,0.5041216285962868,0,0.029286420007963075,0.010927108371551178,0,"Conservative"
"Ontario",35052,"Leeds—Grenville—Thousand Islands—Rideau Lakes",29656,33437,0,2341,781,596,0.44387900196075497,0.5004714792474293,0,0.035039140261334215,0.011689691817215728,0.00892068671326578,"Conservative"
"Ontario",35053,"London Centre",33999,18633,0,5790,878,623,0.5673781352736011,0.3109490512824792,0,0.09662400080102798,0.01465213690903326,0.010396675733858452,"Liberal"
"Ontario",35054,"London—Fanshawe",17863,23749,0,16135,0,776,0.30523042222715857,0.4058062642038173,0,0.27570356953676334,0,0.013259744032260821,"Conservative"
"Ontario",35055,"London West",35309,23239,0,3463,427,370,0.5621736084575213,0.3700006368615463,0,0.055136288370908164,0.0067984970067507325,0.005890969303273468,"Liberal"
"Ontario",35056,"Markham—Stouffville",31658,27898,0,1121,433,534,0.5135617416131335,0.452566348711959,0,0.018185062617610798,0.007024203491012913,0.008662643566283823,"Liberal"
"Ontario",35057,"Markham—Thornhill",27504,21003,0,1022,0,900,0.5454004640187193,0.41648654544012376,0,0.0202661167185548,0,0.017846873822602072,"Liberal"
"Ontario",35058,"Markham—Unionville",25133,27055,0,723,503,0,0.4705320702437563,0.5065151458419141,0,0.013535777137080165,0.009417006777249411,0,"Conservative"
"Ontario",35059,"Middlesex—London",29400,36093,0,2888,698,768,0.42092001088092545,0.5167437398886137,0,0.04134751671510587,0.009993271006628774,0.010995461508726215,"Conservative"
"Ontario",35060,"Milton East—Halton Hills South",32178,32157,0,1029,672,649,0.48253730224188346,0.4822223888430682,0,0.015430756541950964,0.010077228762090424,0.009732323611006974,"Liberal"
"Ontario",35061,"Mississauga Centre",29605,23010,0,1502,0,859,0.5385077124563445,0.41854627473806755,0,0.027321012805587894,0,0.015625,"Liberal"
"Ontario",35062,"Mississauga East—Cooksville",27138,24112,0,1508,0,1298,0.5020349267426373,0.4460559419860885,0,0.027896995708154508,0,0.02401213556311973,"Liberal"
"Ontario",35063,"Mississauga—Erin Mills",33448,24000,0,1311,367,913,0.5571045487100051,0.39974016889022135,0,0.02183580672562834,0.0061126934159463015,0.015206782258198838,"Liberal"
"Ontario",35064,"Mississauga—Lakeshore",34971,29416,0,1254,587,569,0.5235414764136114,0.44037905893977275,0,0.01877329820201506,0.008787819812267018,0.008518346632333787,"Liberal"
"Ontario",35065,"Mississauga—Malton",26793,21202,0,1290,0,983,0.5330031033659585,0.4217792631495186,0,0.0256624492719026,0,0.019555184212620355,"Liberal"
"Ontario",35066,"Mississauga—Streetsville",31297,27241,0,1388,439,366,0.5153381304440895,0.4485518104427722,0,0.022854884655283132,0.007228598244718513,0.006026576213136619,"Liberal"
"Ontario",35067,"Nepean",46073,24017,0,1424,462,261,0.6378033417777593,0.3324750474133754,0,0.019712889516452788,0.006395614435815441,0.0036131068565970347,"Liberal"
"Ontario",35068,"Newmarket—Aurora",29299,31540,0,1473,0,0,0.47019835665682375,0.5061625369110284,0,0.0236391064321479,0,0,"Conservative"
"Ontario",35069,"New Tecumseth—Gwillimbury",24444,39247,0,1226,712,496,0.3696635160680529,0.5935274102079395,0,0.018540642722117202,0.010767485822306239,0.007500945179584121,"Conservative"
"Ontario",35070,"Niagara Falls—Niagara-on-the-Lake",27199,29774,0,2335,518,769,0.4488654179387738,0.4913606733228814,0,0.038534532552190776,0.00854856011222048,0.012690816073933494,"Conservative"
"Ontario",35071,"Niagara South",33708,36702,0,4307,683,1363,0.43911780415043705,0.4781209697380248,0,0.056107760249078334,0.008897515730234618,0.01775595013222516,"Conservative"
"Ontario",35072,"Niagara West",30424,36418,0,2262,0,1309,0.432079303537699,0.5172056296422536,0,0.03212474969110818,0,0.018590317128939257,"Conservative"
"Ontario",35073,"Nipissing—Timiskaming",27674,26121,0,3548,585,648,0.4724460529909861,0.44593348811800054,0,0.06057088227260311,0.009987025402895384,0.011062551215514886,"Liberal"
"Ontario",35074,"Northumberland—Clarke",32648,34862,0,2090,630,962,0.45859085290482077,0.4896898527924486,0,0.029357231149567366,0.008849308911113608,0.013512754242049669,"Conservative"
"Ontario",35075,"Oakville East",31128,27301,0,1698,351,394,0.5113681167039033,0.4484984886318833,0,0.027894598501774216,0.005766197923511631,0.006472598238927586,"Liberal"
"Ontario",35076,"Oakville West",31872,26668,0,831,363,309,0.5308195793015006,0.4441483603417551,0,0.013840081275086189,0.006045667271788552,0.005146311809869593,"Liberal"
"Ontario",35077,"Orléans",53146,22072,0,2063,652,870,0.6744159486313973,0.280090859485045,0,0.0261792063753918,0.008273796682867403,0.011040188825298529,"Liberal"
"Ontario",35078,"Oshawa",28653,32131,0,5112,804,0,0.42958020989505247,0.48172413793103447,0,0.07664167916041979,0.012053973013493254,0,"Conservative"
"Ontario",35079,"Ottawa Centre",51026,12692,0,15935,916,769,0.6273328579507733,0.15604022720007868,0,0.1959108903587499,0.011261648921783177,0.009454375568614915,"Liberal"
"Ontario",35080,"Ottawa South",43388,18010,0,4017,642,507,0.6518238086653446,0.27056667267592094,0,0.06034793582116459,0.009644853073733549,0.007616729763836308,"Liberal"
"Ontario",35081,"Ottawa—Vanier—Gloucester",45934,14633,0,5164,1345,1107,0.6736869894255166,0.21461361336403503,0,0.07573735388586599,0.01972632474370444,0.016235718580877932,"Liberal"
"Ontario",35082,"Ottawa West—Nepean",43555,18517,0,4847,780,746,0.6363503542990723,0.27053838848710643,0,0.07081598363649645,0.011396011396011397,0.010899262181313464,"Liberal"
"Ontario",35083,"Oxford",27311,38191,0,3046,897,2106,0.3816997666000475,0.5337591368394572,0,0.042571033249011195,0.012536512417716035,0.029433550893768083,"Conservative"
"Ontario",35084,"Parry Sound—Muskoka",27563,33742,0,2300,0,1048,0.4263220577544739,0.5218938022984239,0,0.03557452863749555,0,0.01620961130960667,"Conservative"
"Ontario",35085,"Perth—Wellington",26142,33972,0,2909,0,1069,0.40788241902265493,0.5300505523310242,0,0.04538787992261124,0,0.016679148723709666,"Conservative"
"Ontario",35086,"Peterborough",42890,32446,0,2406,655,662,0.5425062295247853,0.41040235773283246,0,0.030432967783554053,0.008284951744899379,0.008373493213928837,"Liberal"
"Ontario",35087,"Pickering—Brooklin",38578,29320,0,1838,535,961,0.5415824348607368,0.4116127583108715,0,0.02580300988319856,0.007510669362084456,0.013491127583108714,"Liberal"
"Ontario",35088,"Prescott—Russell—Cumberland",39110,28805,0,1730,787,961,0.5478128107797683,0.4034709285224042,0,0.024232067569649685,0.011023489697869539,0.013460703430308293,"Liberal"
"Ontario",35089,"Richmond Hill South",26009,30615,0,1054,495,411,0.4439608084118531,0.5225829578041786,0,0.01799126041239929,0.008449405981155265,0.007015567390413765,"Conservative"
"Ontario",35090,"Sarnia—Lambton—Bkejwanong",28940,40597,0,4088,0,2764,0.3788503580358429,0.5314508633441988,0,0.05351555852282397,0,0.03618322009713441,"Conservative"
"Ontario",35091,"Sault Ste. Marie—Algoma",30936,29208,0,4327,541,305,0.4736286112344413,0.44717301774423196,0,0.06624615337507847,0.008282682915626866,0.004669534730621431,"Liberal"
"Ontario",35092,"Scarborough—Agincourt",27552,21732,0,1449,0,0,0.5430784696351487,0.42836023889775887,0,0.028561291467092426,0,0,"Liberal"
"Ontario",35093,"Scarborough Centre—Don Valley East",27557,18307,0,1565,0,659,0.5730535684578273,0.38069788720678754,0,0.03254450174679754,0,0.01370404258858759,"Liberal"
"Ontario",35094,"Scarborough—Guildwood—Rouge Park",35295,17485,0,1772,633,0,0.6395759717314488,0.3168433451118963,0,0.032110174866358615,0.011470508290296276,0,"Liberal"
"Ontario",35095,"Scarborough North",29418,15487,0,1827,0,0,0.6295044081143542,0.3314003252589232,0,0.03909526662672259,0,0,"Liberal"
"Ontario",35096,"Scarborough Southwest",33495,16652,0,2730,754,845,0.6148579190836332,0.30567589397165723,0,0.0501138115867538,0.013840957485865335,0.015511417872090462,"Liberal"
"Ontario",35097,"Scarborough—Woburn",25281,14291,0,1466,499,331,0.6038263112639725,0.34133467087035446,0,0.035014808445590906,0.011918410241712047,0.007905799178370115,"Liberal"
"Ontario",35098,"Simcoe—Grey",29455,35364,0,1574,991,523,0.43375498844007243,0.5207710545304608,0,0.023178759185356442,0.014593488152915016,0.007701709691195311,"Conservative"
